NORMALIZED_COLUMN_HEADER	DISPLAY_NAME	DESCRIPTIONS	DATATYPE	PRIORITY	ATTRIBUTE_TYPE
METHOD_OF_INITIAL_SAMPLE_PROCUREMENT_OTHER	First Pathologic Diagnosis Biospecimen Acquisition Other Method Type	Text to describe a method used to secure tissue for an original pathologic diagnosis that is different from other identified methods.	STRING	1	PATIENT
METHOD_OF_SAMPLE_PROCUREMENT	First Pathologic Diagnosis Biospecimen Acquisition Method Type	Text name of the procedure to secure the tissue used for the original pathologic diagnosis.	STRING	1	PATIENT
METHOD_OF_SAMPLE_PROCUREMENT_OTHER	First Pathologic Diagnosis Biospecimen Acquisition Other Method Type	Text to describe a method used to secure tissue for an original pathologic diagnosis that is different from other identified methods.	STRING	1	PATIENT
METHOD_PURITY	Method for purity (ABSOLUTE SNP AC, or AF for mutation allele fraction only)	Method for purity (ABSOLUTE SNP AC, or AF for mutation allele fraction only)	STRING	1	SAMPLE
METHOXYTYRAMINE	Methoxytyramine Secreting	Methoxytyramine Secreting	STRING	1	SAMPLE
METHYL	Methyl	Methyl	NUMBER	1	PATIENT
METHYLATION450	Methylation450	Methylation450	STRING	1	SAMPLE
METHYLATION_CLASS	Methylation Class	Methylation Class	STRING	1	SAMPLE
METHYLATION_CLUSTER	Methylation Cluster	Methylation cluster.	STRING	1	SAMPLE
METHYLATION_CLUSTER_K3	Methylation cluster K3	Methylation cluster K3	STRING	1	SAMPLE
METHYLATION_DATA	Methylation Data	Methylation data.	STRING	1	SAMPLE
METHYLATION_ID	Methylation ID	Methylation ID Used	STRING	1	SAMPLE
METHYLATION_STATUS	Methylation Status	Yes/No indicator for methylation data	STRING	1	SAMPLE
METHYLATION_SUBTYPE	Methylation Subtype	Methylation subtype.	STRING	1	SAMPLE
METS_DISEASE_DATE_INT	Distant Metastatic Disease Interval	Distant Metastatic Disease Interval	NUMBER	1	SAMPLE
METS_FREE_TIME_MONTHS	MetsFreeTime_Months	MetsFreeTime_Months	NUMBER	1	PATIENT
METS_SITES_AT_DX	MedR Metastatic Sites at Metastatic Diagnosis	All locations in the body where breast cancer spread at the time of diagnosis with metastatic breast cancer.	STRING	1	PATIENT
METS_SITES_AT_IMPACT_SAMPLE_COLLECTION	Met Sites at IMPACT Sample Collection	Met Sites at IMPACT Sample Collection	STRING	1	SAMPLE
METS_SITES_AT_LAST_FOLLOWUP	Met Sites at Last Followup	Met Sites at Last Followup	STRING	1	SAMPLE
METS_SITES_AT_METS_ABST_ADRENAL_GLAND	MedR Ever Adrenal Gland Mets	Metastasis to adrenal gland noted during the patient's course of treatment	STRING	1	PATIENT
METS_SITES_AT_METS_ABST_ASCITES	MedR Ever Ascites Mets	Metastasis to ascites noted during the patient's course of treatment. Ascites is the accumulation of fluid in the abdominal cavity.	STRING	1	PATIENT
METS_SITES_AT_METS_ABST_BONE	MedR Ever Bone Mets	Metastasis to bone noted during the patient's course of treatment	STRING	1	PATIENT
METS_SITES_AT_METS_ABST_BRAIN_CNS	MedR Ever Brain/CNS Mets	Metastasis to brain or central nervous system noted during the patient's course of treatment	STRING	1	PATIENT
METS_SITES_AT_METS_ABST_CHEST_WALL	MedR Ever Chest Wall Mets	Metastasis to chest wall noted during the patient's course of treatment	STRING	1	PATIENT
METS_SITES_AT_METS_ABST_DIST_LYMPH	MedR Ever Distant Lymph Node Mets	Metastasis to distant lymph nodes noted during the patient's course of treatment	STRING	1	PATIENT
METS_SITES_AT_METS_ABST_INTRA_ABDOMINAL	MedR Ever Intraabdominal Mets	Metastasis to intraabdominal area noted during the patient's course of treatment	STRING	1	PATIENT
METS_SITES_AT_METS_ABST_LIVER	MedR Ever Liver Mets	Metastasis to liver noted during the patient's course of treatment	STRING	1	PATIENT
METS_SITES_AT_METS_ABST_LUNG	MedR Ever Lung Mets	Metastasis to lung noted during the patient's course of treatment	STRING	1	PATIENT
METS_SITES_AT_METS_ABST_OVARY	MedR Ever Ovary Mets	Metastasis to ovary noted during the patient's course of treatment	STRING	1	PATIENT
METS_SITES_AT_METS_ABST_PLEURAL_EFFUSION	MedR Ever Pleural Effusion Mets	Metastasis to pleural effusion noted during the patient's course of treatment	STRING	1	PATIENT
METS_SITES_AT_METS_ABST_REG_LYMPH	MedR Ever Regional Lymph Node Mets	Metastasis to regional lymph nodes noted during the patient's course of treatment	STRING	1	PATIENT
METS_SITES_AT_METS_ABST_SKIN	MedR Ever Skin Mets	Metastasis to skin noted during the patient's course of treatment	STRING	1	PATIENT
METS_SITES_AT_METS_ABST_SOFT_TISSUE	MedR Ever Soft Tissue Mets	Metastasis to soft tissue noted during the patient's course of treatment	STRING	1	PATIENT
METS_SITES_AT_METS_ABST_UNKNOWN	MedR Ever Unknown Mets	Metastases unknown or not reported during patient's course of treatment. This is set to YES if metastatic sites could not be determined from available medical records.	STRING	1	PATIENT
METS_SITES_AT_METS_DX_ADRENAL_GLAND	MedR Adrenal Gland Mets at Mets Dx	Metastasis to adrenal gland noted at time of diagnosis with metastatic disease	STRING	1	PATIENT
METS_SITES_AT_METS_DX_ASCITES	MedR Ascites Mets at Mets Dx	Metastasis to ascites noted at time of diagnosis with metastatic disease. Ascites is the accumulation of fluid in the abdominal cavity.	STRING	1	PATIENT
METS_SITES_AT_METS_DX_BONE	MedR Bone Mets at Mets Dx	Metastasis to bone noted at time of diagnosis with metastatic disease	STRING	1	PATIENT
METS_SITES_AT_METS_DX_BRAIN_CNS	MedR Brain/CNS Mets at Mets Dx	Metastasis to Brain or Central Nervous System noted at time of diagnosis with metastatic disease	STRING	1	PATIENT
METS_SITES_AT_METS_DX_CHEST_WALL	MedR Chest Wall Mets at Mets Dx	Metastasis to chest wall noted at time of diagnosis with metastatic disease	STRING	1	PATIENT
METS_SITES_AT_METS_DX_DIST_LYMPH	MedR Distant Lymph Node Mets at Mets Dx	Metastasis to distant lymph nodes noted at time of diagnosis with metastatic disease	STRING	1	PATIENT
METS_SITES_AT_METS_DX_INTRA_ABDOMINAL	MedR Intraabdominal Mets at Mets Dx	Metastasis to intraabdominal area noted at time of diagnosis with metastatic disease	STRING	1	PATIENT
METS_SITES_AT_METS_DX_LIVER	MedR Liver Mets at Mets Dx	Metastasis to liver noted at time of diagnosis with metastatic disease	STRING	1	PATIENT
METS_SITES_AT_METS_DX_LUNG	MedR Lung Mets at Mets Dx	Metastasis to lung noted at time of diagnosis with metastatic disease	STRING	1	PATIENT
METS_SITES_AT_METS_DX_OVARY	MedR Ovary Mets at Mets Dx	Metastasis to ovary noted at time of diagnosis with metastatic disease	STRING	1	PATIENT
METS_SITES_AT_METS_DX_PLEURAL_EFFUSION	MedR Pleural Effusion Mets at Mets Dx	Metastasis to pleural effusion noted at time of diagnosis with metastatic disease	STRING	1	PATIENT
METS_SITES_AT_METS_DX_REG_LYMPH	MedR Regional Lymph Node Mets at Mets Dx	Metastasis to regional lymph nodes noted at time of diagnosis with metastatic disease	STRING	1	PATIENT
METS_SITES_AT_METS_DX_SKIN	MedR Skin Mets at Mets Dx	Metastasis to skin noted at time of diagnosis with metastatic disease	STRING	1	PATIENT
METS_SITES_AT_METS_DX_SOFT_TISSUE	MedR Soft Tissue Mets at Mets Dx	Metastasis to soft tissue noted at time of diagnosis with metastatic disease	STRING	1	PATIENT
METS_SITES_AT_METS_DX_UNKNOWN	MedR Unknown Mets at Mets Dx	Metastatic sites unknown or not reported at time of diagnosis with metastatic disease. This is set to YES if metastatic sites could not be determined from available medical records.	STRING	1	PATIENT
MET_BONE	Bone Metastasis	Bone Metastasis	STRING	1	SAMPLE
MET_BRAIN	Brain Metastasis	Brain Metastasis	STRING	1	SAMPLE
MET_IMPACT_ADRENAL	Met IMPACT ADRENAL	Met IMPACT ADRENAL	STRING	1	SAMPLE
MET_IMPACT_BONE	Met IMPACT BONE	Met IMPACT BONE	STRING	1	SAMPLE
MET_IMPACT_LIVER	Met IMPACT LIVER	Met IMPACT LIVER	STRING	1	SAMPLE
MET_IMPACT_LN	Met IMPACT LN	Met IMPACT LN	STRING	1	SAMPLE
MET_IMPACT_LUNG	Met IMPACT LUNG	Met IMPACT LUNG	STRING	1	SAMPLE
MET_IMPACT_PLEURA	Met IMPACT PLEURA	Met IMPACT PLEURA	STRING	1	SAMPLE
MET_LAST_FUP_ADRENAL	Met Last Follow Up Adrenal	Met Last Follow Up Adrenal	STRING	1	SAMPLE
MET_LAST_FUP_BONE	Met Last Follow Up Bone	Met Last Follow Up Bone	STRING	1	SAMPLE
MET_LAST_FUP_BRAIN	Met Last Follow Up Brain	Met Last Follow Up Brain	STRING	1	SAMPLE
MET_LAST_FUP_LIVER	Met Last Follow Up Liver	Met Last Follow Up Liver	STRING	1	SAMPLE
MET_LAST_FUP_LN	Met Last Follow Up Ln	Met Last Follow Up Ln	STRING	1	SAMPLE
MET_LAST_FUP_LUNG	Met Last Follow Up Lung	Met Last Follow Up Lung	STRING	1	SAMPLE
MET_LAST_FUP_PLEURA	Met Last Follow Up Pleura	Met Last Follow Up Pleura	STRING	1	SAMPLE
MET_LAST_LMD	Met Last Lmd	Met Last Lmd	STRING	1	SAMPLE
MET_LAST_PERITONEUM	Met Last Peritoneum	Met Last Peritoneum	STRING	1	SAMPLE
MET_LAST_SUBCUTANEOUS	Met Last Subcutaneous	Met Last Subcutaneous	STRING	1	SAMPLE
MET_LIVER	Liver Metastasis	Liver Metastasis	STRING	1	SAMPLE
MET_LUNG	Lung Metastasis	Lung Metastasis	STRING	1	SAMPLE
MET_PERITONEUM	Peritoneum Metastasis	Peritoneum Metastasis	STRING	1	SAMPLE
MET_SITE_OTHER_DMT	Other Metastatic Sites Ever per DMT	Other Metastatic Sites Ever per DMT	STRING	1	SAMPLE
MET_SKIPPED_EXONS_18_AND_19	MET Skipped Exons 18 & 19	MET skipped exons 18 and 19.	STRING	1	SAMPLE
MET_SKIPPED_EXON_2	MET Skipped Exon 2	MET skipped exon 2.	STRING	1	SAMPLE
MFGF	Mfgf	Mfgf	NUMBER	1	PATIENT
MFGF1	Mfgf1	Mfgf1	NUMBER	1	PATIENT
MFGF2	Mfgf2	Mfgf2	NUMBER	1	PATIENT
MGMT_PROMOTER_STATUS	MGMT promoter status	MGMT promoter status	STRING	1	SAMPLE
MGMT_RESULT_SURGERY_1	MGMT Result Surgery 1	MGMT Result Surgery 1	STRING	1	PATIENT
MGMT_STATUS	MGMT Status	MGMT Status	STRING	1	SAMPLE
MHGF	Mhgf	Mhgf	NUMBER	1	PATIENT
MHGF2	Mhgf2	Mhgf2	NUMBER	1	PATIENT
MIBC_OR_NON_MIBC	Bladder MIBC Or Non-MIBC	Bladder MIBC Or Non-MIBC	STRING	1	SAMPLE
MIBC_PROGRESSIVE	MIBC Progressive	Bladder MIBC Progressive	STRING	1	SAMPLE
MIBC_RECURRENCE	MIBC recurrence	MIBC recurrence	STRING	1	PATIENT
MIB_1_POSITIVE_PERCENT_RANGE	Mib1 positive percentage range	Mib1 positive percentage range	STRING	1	SAMPLE
MICROMET_DETECTION_BY_IHC	Micromet detection by ihc	Cytokeratin immunohistochemistry staining method micrometastasis indicator	STRING	1	SAMPLE
MICRORNA_EXPRESSION_CLUSTER	MicroRNA Expression Cluster	MicroRNA expression cluster.	STRING	1	SAMPLE
MICROVASCULAR_DENSITY_MVD	Microvascular Density Mvd	Microvascular Density Mvd	STRING	1	SAMPLE
MICRO_RNA_CLUSTER	MicroRNA Cluster	MicroRNA cluster.	STRING	1	SAMPLE
MICRO_RNA_SCORE	MicroRNA Score	MicroRNA score.	NUMBER	1	SAMPLE
MINUS_X	Minus-X	Minus-X.	STRING	1	SAMPLE
MINUS_Y	Minus-Y	Minus-Y.	STRING	1	SAMPLE
MIRNASEQ	miRNAseq	miRNAseq	STRING	1	SAMPLE
MIRNA_CLUSTER	MIRNA Cluster	MICRNA cluster	STRING	1	SAMPLE
MIRNA_CLUSTER_K3	MIRNA CLUSTER K3	MIRNA CLUSTER K3	STRING	1	SAMPLE
MIRNA_CLUSTER_K6	MIRNA CLUSTER K6	MIRNA CLUSTER K6	STRING	1	SAMPLE
MIRNA_EXPRESSION_CLUSTER_EC	miRNA Expression Cluster - EC	miRNA Expression Cluster - EC	STRING	1	SAMPLE
MIRNA_EXPRESSION_CLUSTER_GEA	miRNA Expression Cluster - GEA	miRNA Expression Cluster - GEA	STRING	1	SAMPLE
MIRNA_EXPRESSION_CLUSTER_GEA_CIN	miRNA Expression Cluster - GEA-CIN	miRNA Expression Cluster - GEA-CIN	STRING	1	SAMPLE
MIRNA_EXPRESSION_CLUSTER_SCC	miRNA Expression Cluster - SCC	miRNA Expression Cluster - SCC	STRING	1	SAMPLE
MISSENSE_MUTATIONS	Missense Mutations	Missense Mutations	NUMBER	1	SAMPLE
MITO	MITO	MITO.	STRING	1	SAMPLE
MITOSES_PER_10_HPF	Mitoses Per 10 HPF	Mitoses Per 10 HPF	NUMBER	1	SAMPLE
MITOSES_PER_50_HPF	Mitoses Count	Mitoses Count	NUMBER	1	PATIENT
MITOTIC_ACTIVITY	Mitotic Activity	Mitotic Activity	STRING	1	SAMPLE
MITOTIC_COUNT	Mitotic Count	Mitotic Count	NUMBER	1	SAMPLE
MITOTIC_INDEX	Mitotic Index	Mitotic Index	STRING	1	SAMPLE
MITOTIC_RATE	Mitotic Rate	Mitotic Rate	STRING	1	PATIENT
MITOTIC_SCORE	Mitotic Score	Mitotic Score	NUMBER	1	SAMPLE
MKI	MKI	MKI.	STRING	1	SAMPLE
MLH1_METHYLATION	MLH1 Methylation	MLH1 methylation.	STRING	1	SAMPLE
MLH1_SILENCING	MLH1 Silencing	Epigenetic silencing status of MLH1.	STRING	1	SAMPLE
MLH1_STATUS	MLH1 Status	MLH1 Status	STRING	1	SAMPLE
MLL	MLL	MLL.	STRING	1	SAMPLE
MLL_FUSION	MLL Fusion	MLL Fusion	STRING	1	SAMPLE
MLL_MULTIPLE_COPIES	MLL Multiple Copies	MLL Multiple Copies	STRING	1	SAMPLE
MLL_STATUS	MLL Status	MLL status.	STRING	1	SAMPLE
MODIFIED_CAPRA_S_SCORE_WITHOUT_INCLUDING_SURGICAL_MARGINS	Modified Capra S Score Without Including Surgical Margins	Modified Capra S Score Without Including Surgical Margins	NUMBER	1	SAMPLE
MOLD_OR_DUST_ALLERGY_HISTORY	Mold or Dust Allergy History	History of mold or dust allergy.	STRING	1	PATIENT
MOLECULAR_SMOKING_SIGNATURE	Molecular Smoking Signature	Molecular Smoking Signature	STRING	1	PATIENT
MOLECULAR_STUDIES_OTHERS_PERFORMED	Molecular Analysis Performed Indicator	Molecular Analysis Performed Indicator	STRING	1	SAMPLE
MOLECULAR_SUBTYPE	Molecular Subtype	Molecular subtype.	STRING	1	SAMPLE
MOLECULAR_TEST_RESULT	Molecular test result	Molecular test result	STRING	1	SAMPLE
MONOCYTES	Monocytes	Monocytes	NUMBER	1	SAMPLE
MONOSOMY_5	Monosomy 5	Monosomy 5.	STRING	1	SAMPLE
MONOSOMY_7	Monosomy 7	Monosomy 7.	STRING	1	SAMPLE
MONTHS_ON_STUDY	months on study	months on study	NUMBER	1	PATIENT
MONTHS_ON_TREATMENT	Months on Treatment	Months on Treatment	NUMBER	1	PATIENT
MONTHS_TO_DISTANT_RECURRENCE	Months to Distant Recurrence	Months to distant recurrence.	STRING	1	PATIENT
MONTHS_TO_LOCAL_RECURRENCE	Months to Local Recurrence.	Months to local recurrence.	STRING	1	PATIENT
MONTH_ADDED	Month added to cBioPortal	Month added to cBioPortal	STRING	1	SAMPLE
MORE_2SNV_CFDNA	More than 2 SNVs detected in cfDNA	More than 2 SNVs detected in ctDNA pre-operatively, meeting threshold for confident ctDNA detection	STRING	1	SAMPLE
MORPHOLOGICAL_ARCHITECTURE	Morphological Architecture	Morphological Architecture	STRING	1	SAMPLE
MORPHOLOGY	Morphology	Morphology	STRING	1	SAMPLE
MORPHOLOGY_OTHER_FEATURES	Morphology Other Features	Morphology Other Features	STRING	1	SAMPLE
MORPHOLOGY_SUBTYPE	Morphology Subtype	Morphology Subtype	STRING	1	SAMPLE
MOTOR_MOVEMENT_CHANGES	Motor Movement Changes.	Motor movement changes.	STRING	1	PATIENT
MOUSE_STRAIN	Mouse Strain	Mouse Strain	STRING	1	SAMPLE
MPL_EVIDENCE	Evidence of or Not of MPL(W515 or S505)	Evidence of or Not of MPL(W515 or S505)	STRING	1	SAMPLE
MPNST_NF1_GENETIC_TESTING_INDICATOR	Mpnst nf1 genetic testing indicator	Mpnst nf1 genetic testing	STRING	1	PATIENT
MPNST_NF1_MUTATIONS_IDENTIFIED	Mpnst nf1 mutations identified	Mpnst specific mutations	STRING	1	SAMPLE
MPNST_NF_FAMILIAL_OR_SPORADIC	Mpnst nf familial or sporadic	Mpnst neurofibromatosis heredity	STRING	1	PATIENT
MPNST_NF_INDICATOR	Mpnst nf indicator	Mpnst neurofibromatosis	STRING	1	PATIENT
MPNST_PLEXIFORM_NEUROFIBROMA_SITE	Mpnst plexiform neurofibroma site	Mpnst exisiting plexiform neurofibroma	STRING	1	SAMPLE
MRD_AT_END_OF_COURSE_1	MRD at end of Course 1	MRD at end of course 1.	STRING	1	PATIENT
MRD_AT_END_OF_COURSE_2	MRD at end of Course 2	MRD at end of course 2.	STRING	1	PATIENT
MRD_END_CONSOLIDATION	MRD Percentage at end of Consolidation	MRD percentage at end of consolidation	NUMBER	1	PATIENT
MRD_END_CONSOLIDATION_SENSITIVITY	MRD Percentage at end of Consolidation Sensitivity	MRD percentage at end of consolidation Sensitivity	NUMBER	1	PATIENT
MRD_PERCENTAGE_AT_END_OF_COURSE_1	MRD Percentage at end of Course 1	MRD percentage at end of course 1.	NUMBER	1	PATIENT
MRD_PERCENTAGE_AT_END_OF_COURSE_2	MRD Percentage at end of Course 2	MRD percentage at end of course 2.	NUMBER	1	PATIENT
MRD_PERCENT_DAY_29	MRD Percentage Day 29	MRD percentage at day 29.	NUMBER	1	PATIENT
MRD_PERCENT_DAY_29_SENSITIVITY	MRD Percentage Day 29 Sensitivity	MRD percentage at day 29 Sensitivity	NUMBER	1	PATIENT
MRD_PERCENT_DAY_43	MRD Percentage Day 43	MRD percentage at day 43	NUMBER	1	PATIENT
MRD_PERCENT_DAY_43_SENSITIVITY	MRD Percentage Day 43 Sensitivity	MRD percentage at day 43 Sensitivity	NUMBER	1	PATIENT
MRD_PERCENT_DAY_8	MRD Percentage Day 8	MRD percentage at day 8	NUMBER	1	PATIENT
MRD_PERCENT_DAY_8_SENSITIVITY	MRD Percentage Day 8 Sensitivity	MRD percentage at day 8 Sensitivity	NUMBER	1	PATIENT
MRI	MRI	MRI	STRING	1	PATIENT
MRI_RESULTS	Mri results	Diagnostic mri result	STRING	1	PATIENT
MRNASEQ_DATA	miRNAseq Data	miRNAseq data.	STRING	1	SAMPLE
MRNA_CLUSTER	MRNA Cluster	MRNA Cluster	NUMBER	1	SAMPLE
MRNA_CLUSTER_K4	MRNA CLUSTER K4	MRNA CLUSTER K4	STRING	1	SAMPLE
MRNA_DATA	MRNA Data	MRNA data.	STRING	1	SAMPLE
MRNA_EXPRESSION_CLUSTER	MRNA Expression Cluster	MRNA expression cluster.	STRING	1	SAMPLE
MRNA_EXPRESSION_CLUSTER_EC	MRNA Expression Cluster EC	MRNA Expression Cluster EC	STRING	1	SAMPLE
MRNA_EXPRESSION_CLUSTER_GEA	MRNA Expression Cluster GEA	MRNA Expression Cluster GEA	STRING	1	SAMPLE
MRNA_EXPRESSION_CLUSTER_SCC	MRNA Expression Cluster SCC	MRNA Expression Cluster SCC	STRING	1	SAMPLE
MRNA_STATUS	mRNA Status	Yes/No indicator for mRNA data	STRING	1	SAMPLE
MSH2_STATUS	MSH2 Status	MSH2 Status	STRING	1	SAMPLE
MSH6_STATUS	MSH6 Status	MSH6 Status	STRING	1	SAMPLE
MSI_COMMENT	MSI Comment	MSI Comment	STRING	1	SAMPLE
MSI_MMR	MSI MMR	MSI MMR	STRING	1	SAMPLE
MSI_PREDICTION_SCORE	MSI Prediction Score	MSI Prediction Score	NUMBER	1	SAMPLE
MSI_SCORE	MSI Score	MSI Score	NUMBER	1	SAMPLE
MSI_SENSOR_SCORE	MSI Sensor Score	MSI Sensor Score	NUMBER	1	SAMPLE
MSI_STATUS	MSI Status	MSI status.	STRING	1	SAMPLE
MSI_STATUS_5_MARKER_CALL	MSI Status 5 Marker Call	MSI status 5 marker call.	STRING	1	SAMPLE
MSI_STATUS_7_MARKER_CALL	MSI Status 7 Marker Call	MSI status 7 marker call.	STRING	1	SAMPLE
MSI_TYPE	MSI Type	MSI Type	STRING	1	SAMPLE
MSKCC_CATEGORY	MSKCC Category	MSKCC Category	STRING	1	PATIENT
MSK_DEPT	MSK Department	MSK Department	STRING	1	PATIENT
MSK_NOMOGRAM	MSK Nomogram	MSK Nomogram	NUMBER	1	PATIENT
MSK_REVIEW_DES	Reviewed at MSK	Indicates if case was reviewed at MSKCC.	STRING	1	SAMPLE
MSK_THERAPEUTIC_CLINICAL_TRIAL	Msk therapeutic clinical trial	Msk therapeutic clinical trial	STRING	1	SAMPLE
MSK_VISITS	Msk visits	Msk visits	STRING	1	PATIENT
MSS_RL_ALL	MSS RL ALL	MSS RL ALL	STRING	1	SAMPLE
MSS_RL_EARLY_STAGE	MSS RL Early Stage	MSS RL Early Stage	STRING	1	SAMPLE
MSS_RL_MCRC	MSS RL MCRC	MSS RL MCRC	STRING	1	SAMPLE
MSS_SAMPLES	MSS Samples (Single Patient)	MSS Samples (Single Patient)	STRING	1	SAMPLE
MTOR_MUTATION_STATUS	MTOR Mutation Status	MTOR Mutation Status	STRING	1	SAMPLE
MUCOID_STOOL_WEEKS	Mucoid Stool (Weeks)	Mucoid Stool (Weeks)	NUMBER	1	PATIENT
MULTICENTRICITY	Multicentricity	Multicentricity	STRING	1	SAMPLE
MULTIFOCAL	Multifocal	Multifocal	STRING	1	PATIENT
MULTIPLE_BREAST_PRIMARIES	Multiple Breast Primaries	Multiple Breast Primaries	STRING	1	PATIENT
MULTIPLE_BREAST_PRIMARIES_SEQUENCE	Multiple Breast Primaries Sequenced	Multiple Breast Primaries Sequenced	STRING	1	PATIENT
MULTIPLE_HN_CSCC	Multiple HN cSCC	Multiple Head and Neck cSCC	STRING	1	PATIENT
MULTIPLE_TUMORS	Multiple Tumors	Multiple Tumors	STRING	1	PATIENT
MULTI_ERBB2	Multi ERBB2	Multi ERBB2	STRING	1	SAMPLE
MUM1_STATUS	MUM1 Status	MUM1 Status	STRING	1	SAMPLE
MUTATIONAL_SIGNATURES	Mutational Signatures	Mutational Signatures	STRING	1	SAMPLE
MUTATIONAL_SIGNATURES_PVAL	Mutational Signatures Pval	Mutational Signatures Pval	STRING	1	SAMPLE
MUTATIONA_SIGNATURES_PROPORTIONS	Mutationa Signatures Proportions	Mutationa Signatures Proportions	NUMBER	1	SAMPLE
MUTATIONS	Mutations	Mutations	NUMBER	1	SAMPLE
MUTATIONS_PER_MEGABASE	Mutations per megabase	Mutations per megabase	NUMBER	1	SAMPLE
MUTATION_BURDEN	Mutation Burden	Mutation Burden	STRING	1	SAMPLE
MUTATION_COUNT	Mutation Count	Mutation Count	STRING	1	SAMPLE
MUTATION_FEATURE	Mutation Feature	Mutation Feature	STRING	1	SAMPLE
MUTATION_LOAD	Mutation Load	Number of non-synonymous mutations	NUMBER	1	SAMPLE
MUTATION_RATE	Mutation Rate	Mutation Rate	NUMBER	1	SAMPLE
MUTATION_RATE_CLUSTER	Mutation Rate Cluster	Mutation rate cluster	STRING	1	SAMPLE
MUTATION_STATUS	Mutation Status	Mutation Status	STRING	1	SAMPLE
MUTATION_TYPE	Mutation Type	Mutation Type	STRING	1	SAMPLE
MUTIPLE_NODULES	Multiple Nodules	Synchronous or metachronous nodules	STRING	1	SAMPLE
MUTSIG_RATENON_PERMB	Mutsig Rate NON-PERMB	Mutsig rate non-permb.	NUMBER	1	SAMPLE
MUTSIG_RATESIL_PERMB	Mutsig Rate SIL-PERMB	Mutsig rate sil-perbm.	NUMBER	1	SAMPLE
MUTSIG_RATETOT_PERMB	Mutsig Rate TOT-PERMB	Mutsig rate tot-perbm	NUMBER	1	SAMPLE
MUT_CANCER_GENE_CENSUS_PROTEIN_CHANGE	Mutation Cancer Gene Census Protein Change	Mutation Cancer Gene Census Protein Change	STRING	1	SAMPLE
MUT_CLINDX_TX_GENE_PROTEIN_CHANGE	Clinicaly relevant gene non-silent mutations; protein-change, alt allele counts	Clinicaly relevant gene non-silent mutations; protein-change, alt allele counts	STRING	1	SAMPLE
MUT_DNAREPAIR_GENE_PROTEIN_CHANGE	DNA repair gene non-silent mutations ; protein-change, alt allele counts	DNA repair gene non-silent mutations ; protein-change, alt allele counts	STRING	1	SAMPLE
MUT_DRIVER_PROTEIN_CHANGE	Non-silent mutation protein change BRAF, HRAS, NRAS, KRAS, EIF1AX: number of alternate allele counts	Non-silent mutation protein change BRAF, HRAS, NRAS, KRAS, EIF1AX: number of alternate allele counts	STRING	1	SAMPLE
MUT_EPIGENETIC_PROTEIN_CHANGE	Epigenetic modifier gene with protein change and alt allel counts	Epigenetic modifier gene with protein change and alt allel counts	STRING	1	SAMPLE
MUT_OTHER_PROTEIN_CHANGE	Interesting gene with protein change and alt allel counts	Interesting gene with protein change and alt allel counts	STRING	1	SAMPLE
MUT_RARE_DRIVER_PROTEIN_CHANGE	Non-silent mutation protein change PP1MD, CHEK2, TSHR : number of alternate allele counts	Non-silent mutation protein change PP1MD, CHEK2, TSHR : number of alternate allele counts	STRING	1	SAMPLE
MUT_TUMORPORTAL_GENE_PROTEIN_CHANGE	TumorPortal Gene Lawrence et. al. (2014) cancer genes non-silent mutations; protein-change, alt allele counts	TumorPortal Gene Lawrence et. al. (2014) cancer genes non-silent mutations; protein-change, alt allele counts	STRING	1	SAMPLE
