enst_id	ensp_id	uniprot_protein_length	Final_mapping_uniprot_id	Gene_Symbol
ENST00000329734	ENSP00000331608	501	P78415	IRX3
ENST00000329753	ENSP00000331435	208	A6NJ08	MBD3L5
ENST00000329758	ENSP00000327604	452	P0CI25	TRIM49
ENST00000329759	ENSP00000371397	423	Q8N2R8	FAM43A
ENST00000329773	ENSP00000333800	330	Q96LB1	MRGPRX2
ENST00000329783	ENSP00000330141	505	O15375	SLC16A5
ENST00000329797	ENSP00000328818	380	Q9UNW8	GPR132
ENST00000329798	ENSP00000332886	2139	P0C091	FREM3
ENST00000329805	ENSP00000330051	586	Q8IWD5	MFSD6L
ENST00000329841	ENSP00000332256	512	P47895	ALDH1A3
ENST00000329858	ENSP00000327875	372	Q9H1C0	LPAR5
ENST00000329862	ENSP00000332969	449	A6NI03	TRIM64B
ENST00000329875	ENSP00000328858	319	P32322	PYCR1
ENST00000329903	ENSP00000328478	664	Q16280	CNGA2
ENST00000329905	ENSP00000329926	346	Q8IU99	CALHM1
ENST00000329913	ENSP00000331745	364	Q9NR23	GDF3
ENST00000329956	ENSP00000329943	754	Q1X8D7	LRRC36
ENST00000329959	ENSP00000333799	464	Q96I51	RCC1L
ENST00000329962	ENSP00000328277	1039	Q76KP1	B4GALNT4
ENST00000329967	ENSP00000329213	175	O15304	SIVA1
ENST00000329970	ENSP00000357863	213	Q969F1	GTF3C6
ENST00000329994	ENSP00000333638	445	Q9HAB3	SLC52A2
ENST00000330029	ENSP00000332887	63	Q9UDW1	UQCR10
ENST00000330055	ENSP00000386069	462	P18825	ADRA2C
ENST00000330062	ENSP00000331897	452	P48735	IDH2
ENST00000330070	ENSP00000331741	356	P14652	HOXB2
ENST00000330087	ENSP00000330156	478	Q5VWM5	PRAMEF9
ENST00000330106	ENSP00000328336	149	Q8N111	CEND1
ENST00000330120	ENSP00000328708	469	Q9NSD7	RXFP3
ENST00000330125	ENSP00000328103	985	Q9NRA8	EIF4ENIF1
ENST00000330133	ENSP00000331849	138	Q6P161	MRPL54
ENST00000330137	ENSP00000333433	121	Q8WVK7	SKA2
ENST00000330143	ENSP00000328515	374	Q9H7X3	ZNF696
ENST00000330149	ENSP00000330289	158	Q86SZ2	TRAPPC6B
ENST00000330165	ENSP00000333001	174	Q9Y5S9	RBM8A
ENST00000330173	ENSP00000331540	536	Q96NI8	ZNF570
ENST00000330175	ENSP00000329144	417	Q8IZD0	SAMD14
ENST00000330180	ENSP00000330307	130	P0C0S8	HIST1H2AG
ENST00000330194	ENSP00000328698	208	Q8IVU9	CABCOCO1
ENST00000330198	ENSP00000328829	655	Q96KR4	LMLN
ENST00000330212	ENSP00000330485	409	Q8IYP9	ZDHHC23
ENST00000330233	ENSP00000332449	77	P50238	CRIP1
ENST00000330236	ENSP00000332750	578	Q15776	ZKSCAN8
ENST00000330244	ENSP00000346046	135	P08708	RPS17
ENST00000330252	ENSP00000331471	626	Q9GZY0	NXF2
ENST00000330255	ENSP00000327975	312	A6NNS2	DHRS7C
ENST00000330258	ENSP00000329117	1135	Q5JTC6	AMER1
ENST00000330261	ENSP00000331065	154	Q86WC6	PPP1R27
ENST00000330263	ENSP00000364320	239	Q9UKD2	MRTO4
ENST00000330271	ENSP00000329647	245	Q5JWF8	ACTL10
ENST00000330276	ENSP00000332818	683	Q7L1I2	SV2B
ENST00000330288	ENSP00000328335	83	Q96HG1	SMIM10
ENST00000330295	ENSP00000330523	243	Q96CG8	CTHRC1
ENST00000330315	ENSP00000333188	376	P58012	FOXL2
ENST00000330317	ENSP00000328671	412	P57081	WDR4
ENST00000330330	ENSP00000330484	511	P04745	AMY1A
ENST00000330333	ENSP00000332979	518	Q9Y5Z0	BACE2
ENST00000330342	ENSP00000332247	856	Q9Y487	ATP6V0A2
ENST00000330368	ENSP00000333037	372	Q9BYD9	ACTRT3
ENST00000330374	ENSP00000333255	101	Q3ZAQ7	VMA21
ENST00000330377	ENSP00000329312	213	P15814	IGLL1
ENST00000330387	ENSP00000329140	520	Q70SY1	CREB3L2
ENST00000330388	ENSP00000329137	302	Q5T7M4	C1QTNF12
ENST00000330394	ENSP00000332118	998	P54753	EPHB3
ENST00000330398	ENSP00000329757	155	P27449	ATP6V0C
ENST00000330423	ENSP00000333326	449	Q9NY65	TUBA8
ENST00000330430	ENSP00000329454	197	Q14206	RCAN2
ENST00000330432	ENSP00000328264	400	P35372	OPRM1
ENST00000330436	ENSP00000332679	494	Q16696	CYP2A13
ENST00000330452	ENSP00000331602	676	Q05655	PRKCD
ENST00000330458	ENSP00000332729	549	Q6DHY5	TBC1D3G
ENST00000330459	ENSP00000332455	529	P52292	KPNA2
ENST00000330487	ENSP00000329689	311	Q8NGN6	OR10G7
ENST00000330490	ENSP00000333592	65	P59090	TSPEAR-AS2
ENST00000330494	ENSP00000332628	2000	Q12873	CHD3
ENST00000330498	ENSP00000327943	672	P31639	SLC5A2
ENST00000330500	ENSP00000329210	312	Q8NGZ9	OR2T10
ENST00000330501	ENSP00000331577	534	Q8NF99	ZNF397
ENST00000330513	ENSP00000327959	401	Q15583	TGIF1
ENST00000330514	ENSP00000333193	396	P36383	GJC1
ENST00000330523	ENSP00000327628	73	Q8IUB3	WFDC10B
ENST00000330540	ENSP00000332049	329	P42081	CD86
ENST00000330551	ENSP00000331610	204	P58512	LINC01547
ENST00000330553	ENSP00000328358	535	Q5XKE5	KRT79
ENST00000330560	ENSP00000328228	1023	Q69YH5	CDCA2
ENST00000330574	ENSP00000327889	1019	Q6P9B9	INTS5
ENST00000330579	ENSP00000328854	516	Q9BVI4	NOC4L
ENST00000330590	ENSP00000329890	94	Q01523	DEFA5
ENST00000330619	ENSP00000333223	717	Q6ECI4	ZNF470
ENST00000330622	ENSP00000328187	628	O94952	FBXO21
ENST00000330636	ENSP00000418787	91	Q9HD34	LYRM4
ENST00000330651	ENSP00000333685	364	Q15759	MAPK11
ENST00000330655	ENSP00000327718	307	A6NDP7	MYADML2
ENST00000330676	ENSP00000331965	264	A6NGC4	TLCD2
ENST00000330682	ENSP00000328232	546	Q8NG57	ELOA3
ENST00000330684	ENSP00000332549	1464	Q12879	GRIN2A
ENST00000330687	ENSP00000333833	234	Q8IZR5	CMTM4
ENST00000330689	ENSP00000330381	330	Q86VZ2	WDR5B
ENST00000330701	ENSP00000327427	198	Q8N8Y5	ZFP41
ENST00000330710	ENSP00000330601	782	Q96JK4	HHIPL1
ENST00000330714	ENSP00000333657	715	P20592	MX2
ENST00000330720	ENSP00000329471	212	P24390	KDELR1
ENST00000330722	ENSP00000369317	564	P02538	KRT6A
ENST00000330743	ENSP00000328737	246	Q6UWN0	LYPD4
ENST00000330753	ENSP00000332879	660	O43155	FLRT2
ENST00000330793	ENSP00000329507	224	Q08708	CD300C
ENST00000330794	ENSP00000331288	379	Q86WV6	TMEM173
ENST00000330798	ENSP00000330746	65	Q3LI61	KRTAP20-2
ENST00000330803	ENSP00000328934	316	Q8NH01	OR2T11
ENST00000330807	ENSP00000332369	587	P22557	ALAS2
ENST00000330817	ENSP00000333813	488	Q9BV10	ALG12
ENST00000330824	ENSP00000329266	184	Q8IV16	GPIHBP1
ENST00000330828	ENSP00000331691	245	Q5U649	C12orf60
ENST00000330836	ENSP00000328690	859	Q9GZR7	DDX24
ENST00000330843	ENSP00000331342	1283	Q6WKZ4	RAB11FIP1
ENST00000330852	ENSP00000328551	221	P51157	RAB28
ENST00000330862	ENSP00000329557	159	A2RUT3	TMEM89
ENST00000330871	ENSP00000330341	225	O14543	SOCS3
ENST00000330877	ENSP00000331260	457	Q8N142	ADSSL1
ENST00000330884	ENSP00000332565	284	Q9BR01	SULT4A1
ENST00000330889	ENSP00000329468	381	Q9NPF8	ADAP2
ENST00000330891	ENSP00000332413	668	Q8N1M1	BEST3
ENST00000330899	ENSP00000369127	397	P31689	DNAJA1
ENST00000330912	ENSP00000333441	236	Q9BQ50	TREX2
ENST00000330927	ENSP00000333779	448	P34910	EVI2B
ENST00000330938	ENSP00000328325	180	P53801	PTTG1IP
ENST00000330943	ENSP00000332062	316	Q7Z614	SNX20
ENST00000330947	ENSP00000332674	803	Q6P9F7	LRRC8B
ENST00000330949	ENSP00000330218	391	O00570	SOX1
ENST00000330953	ENSP00000332659	360	P51679	CCR4
ENST00000330964	ENSP00000331019	84	Q71UM5	RPS27L
ENST00000330997	ENSP00000333595	590	Q96NJ3	ZNF285
ENST00000331010	ENSP00000328738	257	P20783	NTF3
ENST00000331035	ENSP00000327890	378	P26951	IL3RA
ENST00000331056	ENSP00000328412	87	P18545	PDE6G
ENST00000331070	ENSP00000329106	106	O14599	BPY2
ENST00000331075	ENSP00000333262	1006	Q15735	INPP5J
ENST00000331090	ENSP00000328423	266	Q7Z4M0	REC114
ENST00000331105	ENSP00000333534	491	P24903	CYP2F1
ENST00000331113	ENSP00000333496	630	Q9NZV8	KCND2
ENST00000331128	ENSP00000332790	130	Q8IUE6	HIST2H2AB
ENST00000331134	ENSP00000331487	608	Q8TAT6	NPLOC4
ENST00000331161	ENSP00000331044	256	Q8TC29	ENKUR
ENST00000331162	ENSP00000333776	524	Q96JC4	ZNF479
ENST00000331163	ENSP00000330382	241	P01127	PDGFB
ENST00000331173	ENSP00000332444	616	Q9H0L4	CSTF2T
ENST00000331200	ENSP00000370376	252	P33316	DUT
ENST00000331203	ENSP00000331411	439	Q53RD9	FBLN7
ENST00000331204	ENSP00000331817	257	Q86V81	ALYREF
ENST00000331220	ENSP00000333487	314	P43356	MAGEA2
ENST00000331222	ENSP00000328182	286	Q9UBY8	CLN8
ENST00000331238	ENSP00000330631	441	Q86UN2	RTN4RL1
ENST00000331239	ENSP00000331209	315	Q9H0W9	C11orf54
ENST00000331242	ENSP00000332171	760	Q9Y222	DMTF1
ENST00000331244	ENSP00000330836	335	O76003	GLRX3
ENST00000331251	ENSP00000330284	328	P48145	NPBWR1
ENST00000331256	ENSP00000327557	438	Q6ZNF0	ACP7
ENST00000331264	ENSP00000328070	291	A6NH11	GLTPD2
ENST00000331268	ENSP00000331310	362	Q9UBU8	MORF4L1
ENST00000331272	ENSP00000359149	412	P57775	FBXW4
ENST00000331289	ENSP00000332293	193	Q99929	ASCL2
ENST00000331299	ENSP00000329452	299	Q9BQT8	SLC25A21
ENST00000331302	ENSP00000328977	315	Q9UNE2	RPH3AL
ENST00000331314	ENSP00000330460	619	Q5T1V6	DDX59
ENST00000331320	ENSP00000333633	715	Q13330	MTA1
ENST00000331327	ENSP00000332706	322	Q00577	PURA
ENST00000331334	ENSP00000328570	157	Q86SX6	GLRX5
ENST00000331336	ENSP00000328017	492	Q6ZNG9	KRBA2
ENST00000331340	ENSP00000331614	519	Q13422	IKZF1
ENST00000331342	ENSP00000333208	121	Q6UX34	SNORC
ENST00000331351	ENSP00000330606	456	Q9Y661	HS3ST4
ENST00000331366	ENSP00000329748	564	Q86YQ8	CPNE8
ENST00000331373	ENSP00000331258	350	Q9H5K3	POMK
ENST00000331397	ENSP00000328939	1347	O14607	UTY
ENST00000331410	ENSP00000331927	425	Q5FWF6	ZNF789
ENST00000331426	ENSP00000331211	357	Q6ZSC3	RBM43
ENST00000331427	ENSP00000332528	562	Q7RTS6	OTOP2
ENST00000331428	ENSP00000331704	459	Q5GH77	XKR3
ENST00000331433	ENSP00000332771	687	P51800	CLCNKA
ENST00000331434	ENSP00000330361	229	Q9H7E9	C8orf33
ENST00000331437	ENSP00000329318	578	Q9BXQ6	TMEM121B
ENST00000331442	ENSP00000330074	226	P16401	HIST1H1B
ENST00000331444	ENSP00000331681	220	Q14129	DGCR6
ENST00000331456	ENSP00000328203	469	Q9BWF2	TRAIP
ENST00000331457	ENSP00000329715	367	Q9Y295	DRG1
ENST00000331459	ENSP00000327585	312	P34982	OR1D2
ENST00000331462	ENSP00000328598	328	Q9GZZ0	HOXD1
ENST00000331479	ENSP00000327467	107	Q9H4I9	SMDT1
ENST00000331483	ENSP00000327801	508	P07237	P4HB
ENST00000331491	ENSP00000333277	136	Q71DI3	HIST2H3A
ENST00000331493	ENSP00000332111	973	Q8IY85	EFCAB13
ENST00000331495	ENSP00000329219	1100	O95466	FMNL1
ENST00000331511	ENSP00000333456	530	Q9Y5P3	RAI2
ENST00000331536	ENSP00000331981	612	Q9UKG9	CROT
ENST00000331552	ENSP00000332823	139	Q86WQ0	NR2C2AP
ENST00000331555	ENSP00000356093	172	Q6ZWK4	RHEX
ENST00000331563	ENSP00000331678	797	Q9Y446	PKP3
ENST00000331565	ENSP00000330199	727	Q9H1V8	SLC6A17
ENST00000331569	ENSP00000332325	590	Q9H7S9	ZNF703
ENST00000331573	ENSP00000329915	288	O95456	PSMG1
ENST00000331588	ENSP00000329539	625	Q13202	DUSP8
ENST00000331593	ENSP00000327440	402	Q7Z5Y6	BMP8A
ENST00000331595	ENSP00000327336	368	P21810	BGN
ENST00000331597	ENSP00000332170	544	Q7Z4N8	P4HA3
ENST00000331615	ENSP00000330774	262	Q96A25	TMEM106A
ENST00000331628	ENSP00000331474	238	A6NDD5	SYNDIG1L
ENST00000331664	ENSP00000332809	1288	A6NGG8	PCARE
ENST00000331666	ENSP00000332604	913	Q99613	EIF3C
ENST00000331677	ENSP00000332151	958	Q9UL01	DSE
ENST00000331683	ENSP00000332592	631	Q8N0X2	SPAG16
ENST00000331710	ENSP00000329967	729	Q9UHD2	TBK1
ENST00000331718	ENSP00000328150	433	Q14500	KCNJ12
ENST00000331723	ENSP00000330049	313	Q8NH05	OR4Q3
ENST00000331728	ENSP00000332687	638	P53671	LIMK2
ENST00000331733	ENSP00000329499	413	A6NFU0	FAM187A
ENST00000331738	ENSP00000330188	434	Q7L4I2	RSRC2
ENST00000331758	ENSP00000333012	396	O75177	SS18L1
ENST00000331762	ENSP00000329553	175	Q96T52	IMMP2L
ENST00000331768	ENSP00000327436	594	Q86TU7	SETD3
ENST00000331772	ENSP00000332530	342	Q5VYX0	RNLS
ENST00000331780	ENSP00000331532	384	Q96LK8	SPATA32
ENST00000331782	ENSP00000328169	1238	Q9Y219	JAG2
ENST00000331789	ENSP00000349960	375	P60709	ACTB
ENST00000331803	ENSP00000330032	310	Q16831	UPP1
ENST00000331808	ENSP00000330509	95	O95424	DEXI
ENST00000331817	ENSP00000329243	469	P08729	KRT7
ENST00000331821	ENSP00000327583	201	P43487	RANBP1
ENST00000331825	ENSP00000366525	175	P02792	FTL
ENST00000331830	ENSP00000330633	1040	Q02246	CNTN2
ENST00000331837	ENSP00000332643	321	Q99608	NDN
ENST00000331849	ENSP00000327916	579	Q6NUN0	ACSM5
ENST00000331858	ENSP00000333591	416	Q5M8T2	SLC35D3
ENST00000331886	ENSP00000328405	735	P23743	DGKA
ENST00000331890	ENSP00000330098	539	Q8N531	FBXL6
ENST00000331898	ENSP00000330862	345	Q14982	OPCML
ENST00000331920	ENSP00000332353	1447	Q13635	PTCH1
ENST00000331923	ENSP00000328992	917	Q9Y5B6	PAXBP1
ENST00000331925	ENSP00000331514	375	P63261	ACTG1
ENST00000331968	ENSP00000333568	912	Q15139	PRKD1
ENST00000331982	ENSP00000333639	200	Q8IZJ0	IFNL2
ENST00000332018	ENSP00000333737	333	P0C862	C1QTNF9
ENST00000332029	ENSP00000329418	211	O15524	SOCS1
ENST00000332043	ENSP00000332473	316	Q9H342	OR51J1
ENST00000332053	ENSP00000328732	619	A1YPR0	ZBTB7C
ENST00000332070	ENSP00000329097	365	Q8IWS0	PHF6
ENST00000332082	ENSP00000331933	565	Q2TBF2	WSCD2
ENST00000332118	ENSP00000328023	638	P08240	SRPRA
ENST00000332127	ENSP00000333253	810	O75152	ZC3H11A
ENST00000332131	ENSP00000329189	440	Q9NVD3	SETD4
ENST00000332135	ENSP00000331692	348	Q9BWW7	SCRT1
ENST00000332142	ENSP00000331727	1196	Q9NS40	KCNH7
ENST00000332145	ENSP00000329584	274	Q8IXM7	ODF3L1
ENST00000332149	ENSP00000330330	492	O15393	TMPRSS2
ENST00000332156	ENSP00000331664	478	Q9UBM8	MGAT4C
ENST00000332160	ENSP00000331787	244	Q9H8H3	METTL7A
ENST00000332175	ENSP00000331418	1452	P28827	PTPRM
ENST00000332180	ENSP00000328062	1173	Q2M389	WASHC4
ENST00000332211	ENSP00000361686	294	P45880	VDAC2
ENST00000332217	ENSP00000331789	329	Q5JRS4	OR10J3
ENST00000332235	ENSP00000328677	421	Q8TF44	C2CD4C
ENST00000332238	ENSP00000333184	312	Q8NGB8	OR4F15
ENST00000332249	ENSP00000330338	329	Q8NGH7	OR52L1
ENST00000332262	ENSP00000339057	838	Q96D09	GPRASP2
ENST00000332271	ENSP00000330031	882	Q7Z3Z3	PIWIL3
ENST00000332272	ENSP00000328983	395	Q9GZX3	CHST6
ENST00000332281	ENSP00000327968	292	Q3KNW1	SNAI3
ENST00000332290	ENSP00000346931	191	Q7Z4R8	C6orf120
ENST00000332298	ENSP00000333194	217	P49795	RGS19
ENST00000332303	ENSP00000330694	304	Q96MG7	NSMCE3
ENST00000332312	ENSP00000332806	766	Q9NT22	EMILIN3
ENST00000332314	ENSP00000330612	289	Q86SM5	MRGPRG
ENST00000332323	ENSP00000327538	674	Q76KX8	ZNF534
ENST00000332324	ENSP00000332258	488	O75907	DGAT1
ENST00000332345	ENSP00000331775	325	P48059	LIMS1
ENST00000332349	ENSP00000333350	524	Q9Y4A0	JRKL
ENST00000332372	ENSP00000333097	219	Q6QHK4	FIGLA
ENST00000332374	ENSP00000330587	61	P80294	MT1H
ENST00000332375	ENSP00000327732	206	Q8IZ16	C7orf61
ENST00000332378	ENSP00000330720	163	Q8IUC1	KRTAP11-1
ENST00000332395	ENSP00000332340	540	Q9NUL7	DDX28
ENST00000332397	ENSP00000329565	549	A6NKU9	SPDYE3
ENST00000332408	ENSP00000329668	630	Q6S5L8	SHC4
ENST00000332411	ENSP00000330101	638	Q01546	KRT76
ENST00000332427	ENSP00000333744	415	Q15760	GPR19
ENST00000332431	ENSP00000329794	100	Q9BRU2	TCEAL7
ENST00000332432	ENSP00000333181	402	A6NNE9	MARCH11
ENST00000332435	ENSP00000331111	126	Q9P1U0	ZNRD1
ENST00000332438	ENSP00000332504	362	P46092	CCR10
ENST00000332439	ENSP00000331479	228	Q6P9G0	CYB5D1
ENST00000332496	ENSP00000332204	837	Q9NPR2	SEMA4B
ENST00000332499	ENSP00000328773	359	O94992	HEXIM1
ENST00000332503	ENSP00000328928	251	P17483	HOXB4
ENST00000332509	ENSP00000333142	806	O60733	PLA2G6
ENST00000332517	ENSP00000327738	468	Q8N9V2	TRIML1
ENST00000332539	ENSP00000332812	395	Q9Y5Y4	PTGDR2
ENST00000332549	ENSP00000330959	398	P27930	IL1R2
ENST00000332556	ENSP00000333298	417	P11279	LAMP1
ENST00000332567	ENSP00000331302	753	Q8IYF1	ELOA2
ENST00000332578	ENSP00000330264	1059	Q7Z410	TMPRSS9
ENST00000332582	ENSP00000331600	373	Q9NS66	GPR173
ENST00000332585	ENSP00000332576	916	Q969R2	OSBP2
ENST00000332598	ENSP00000330945	235	Q9BVK6	TMED9
ENST00000332601	ENSP00000330384	327	O95222	OR6A2
ENST00000332624	ENSP00000328875	914	O60296	TRAK2
ENST00000332629	ENSP00000328079	358	Q7Z5U6	WDR53
ENST00000332644	ENSP00000330475	416	Q86T26	TMPRSS11B
ENST00000332650	ENSP00000373193	308	Q8NHB7	OR5K1
ENST00000332663	ENSP00000329467	313	Q8NGB6	OR4M2
ENST00000332682	ENSP00000330216	452	A6NDI0	TRIM49B
ENST00000332687	ENSP00000328059	624	Q9NVW2	RLIM
ENST00000332690	ENSP00000327724	318	P59551	TAS2R60
ENST00000332700	ENSP00000331470	339	Q6ZNG2	DBX2
ENST00000332707	ENSP00000327821	962	O43592	XPOT
ENST00000332715	ENSP00000333490	173	A6NGE7	URAD
ENST00000332725	ENSP00000333656	410	Q6IA17	SIGIRR
ENST00000332728	ENSP00000333008	296	Q5XG99	LYSMD4
ENST00000332780	ENSP00000327468	354	Q8IXV7	KLHDC8B
ENST00000332782	ENSP00000329200	364	Q96MF2	STAC3
ENST00000332783	ENSP00000328327	318	Q9H672	ASB7
ENST00000332793	ENSP00000327569	541	Q63ZE4	SLC22A10
ENST00000332797	ENSP00000332716	274	Q8IWP9	CCDC28A
ENST00000332810	ENSP00000331944	325	Q8WTP8	AEN
ENST00000332822	ENSP00000328181	232	Q13253	NOG
ENST00000332830	ENSP00000329933	1004	Q96QT6	PHF12
ENST00000332831	ENSP00000329982	312	Q6IEY1	OR4F3
ENST00000332836	ENSP00000331857	991	Q7RTR0	NLRP9
ENST00000332839	ENSP00000332931	973	P32418	SLC8A1
ENST00000332840	ENSP00000330219	580	O14994	SYN3
ENST00000332843	ENSP00000332723	277	Q9Y6Z7	COLEC10
ENST00000332853	ENSP00000331062	320	Q8IW00	VSTM4
ENST00000332854	ENSP00000332861	599	Q6P9A1	ZNF530
ENST00000332857	ENSP00000329825	1343	Q5VVP1	SPATA31A6
ENST00000332859	ENSP00000330343	103	P55854	SUMO3
ENST00000332878	ENSP00000328410	852	Q6ZN28	MACC1
ENST00000332884	ENSP00000333212	544	Q7Z449	CYP2U1
ENST00000332896	ENSP00000327647	199	P78560	CRADD
ENST00000332900	ENSP00000329795	129	Q8N8V8	TMEM105
ENST00000332908	ENSP00000332615	192	Q8N8A8	FAM169B
ENST00000332912	ENSP00000419160	98	Q537H7	SPATA45
ENST00000332947	ENSP00000331397	329	Q6ZT52	FAM43B
ENST00000332955	ENSP00000327786	350	Q8IYV9	IZUMO1
ENST00000332958	ENSP00000332208	928	Q8HWS3	RFX6
ENST00000332981	ENSP00000329127	683	P24723	PRKCH
ENST00000332990	ENSP00000332772	280	Q8N8F6	YIPF7
ENST00000333003	ENSP00000333275	603	P13056	NR2C1
ENST00000333007	ENSP00000332326	654	Q03169	TNFAIP2
ENST00000333017	ENSP00000327533	212	Q86SG7	LYG2
ENST00000333026	ENSP00000328036	337	Q6ZPD8	DGAT2L6
ENST00000333050	ENSP00000331640	213	Q96B77	TMEM186
ENST00000333082	ENSP00000327704	271	Q92530	PSMF1
ENST00000333090	ENSP00000332668	353	Q8WUA8	TSKU
ENST00000333110	ENSP00000333711	407	Q5H9J9	TCP11X2
ENST00000333119	ENSP00000327797	157	Q9UBK9	UXT
ENST00000333127	ENSP00000329904	164	Q8IXL9	IQCF2
ENST00000333129	ENSP00000333836	759	Q5HY92	FIGN
ENST00000333130	ENSP00000333401	206	Q9NQ50	MRPL40
ENST00000333139	ENSP00000328640	251	Q8NBR9	C11orf72
ENST00000333141	ENSP00000327796	396	Q3SXM0	DCAF4L1
ENST00000333149	ENSP00000327994	487	Q86XT4	TRIM50
ENST00000333151	ENSP00000328484	128	Q99878	HIST1H2AJ
ENST00000333167	ENSP00000333664	424	P09110	ACAA1
ENST00000333172	ENSP00000331867	841	Q7RTX1	TAS1R1
ENST00000333188	ENSP00000329419	906	P35606	COPB2
ENST00000333190	ENSP00000329638	1349	A4D1E1	ZNF804B
ENST00000333202	ENSP00000330433	247	Q9BRN9	TM2D3
ENST00000333206	ENSP00000329738	494	Q86W11	ZSCAN30
ENST00000333209	ENSP00000328672	776	Q6ZVF9	GPRIN3
ENST00000333213	ENSP00000327487	526	Q7Z6J9	TSEN54
ENST00000333229	ENSP00000330753	2320	Q9NSI6	BRWD1
ENST00000333244	ENSP00000353114	5795	Q8IVF2	AHNAK2
ENST00000333254	ENSP00000329860	258	P0C7W6	CCDC172
ENST00000333256	ENSP00000331087	329	Q9Y5U2	TSSC4
ENST00000333274	ENSP00000328777	228	P52803	EFNA5
ENST00000333279	ENSP00000331268	266	Q5TZF3	ANKRD45
ENST00000333305	ENSP00000327344	53	A6NJ69	IGIP
ENST00000333319	ENSP00000331784	216	Q8NI28	LINC01006
ENST00000333323	ENSP00000329735	287	Q96EL1	INKA1
ENST00000333334	ENSP00000330267	178	Q32M92	C15orf32
ENST00000333337	ENSP00000331040	323	Q13516	OLIG2
ENST00000333360	ENSP00000331736	610	P16581	SELE
ENST00000333371	ENSP00000327650	617	Q9H267	VPS33B
ENST00000333383	ENSP00000332766	125	Q8NG41	NPB
ENST00000333396	ENSP00000328251	465	Q8IUF8	RIOX2
ENST00000333407	ENSP00000330432	500	Q8NEG4	FAM83F
ENST00000333412	ENSP00000333071	1700	A6NM11	LRRC37A2
ENST00000333421	ENSP00000330222	288	Q5VST6	ABHD17B
ENST00000333430	ENSP00000328472	398	Q9H228	S1PR5
ENST00000333437	ENSP00000331500	164	Q8NA77	TEX19
ENST00000333449	ENSP00000333697	219	Q7Z7N9	TMEM179B
ENST00000333461	ENSP00000327509	411	Q6ZMT1	STAC2
ENST00000333467	ENSP00000327459	382	Q9UH17	APOBEC3B
ENST00000333479	ENSP00000328236	2209	P50748	KNTC1
ENST00000333480	ENSP00000328364	353	Q8NHW3	MAFA
ENST00000333486	ENSP00000333266	1012	P41226	UBA7
ENST00000333493	ENSP00000332900	549	Q86Y34	ADGRG3
ENST00000333503	ENSP00000330918	321	A6NDG6	PGP
ENST00000333511	ENSP00000333769	385	P35613	BSG
ENST00000333527	ENSP00000330269	228	Q5W5W9	RESP18
ENST00000333535	ENSP00000328968	2016	Q14524	SCN5A
ENST00000333538	ENSP00000329654	598	Q6IS24	GALNT17
ENST00000333577	ENSP00000333602	3159	Q96L91	EP400
ENST00000333590	ENSP00000369820	484	P37287	PIGA
ENST00000333598	ENSP00000329920	187	Q8IX19	MCEMP1
ENST00000333602	ENSP00000329425	1038	Q07912	TNK2
ENST00000333610	ENSP00000333018	151	Q5I0X7	TTC32
ENST00000333625	ENSP00000329991	200	Q8IU54	IFNL1
ENST00000333628	ENSP00000369703	445	Q13885	TUBB2A
ENST00000333629	ENSP00000332110	308	Q8IXE1	OR4N5
ENST00000333634	ENSP00000332513	239	P55822	SH3BGR
ENST00000333643	ENSP00000328030	111	Q5H9J7	BEX5
ENST00000333651	ENSP00000328269	317	Q9P0W2	HMG20B
ENST00000333676	ENSP00000333837	198	P52815	MRPL12
ENST00000333677	ENSP00000328083	675	A1IGU5	ARHGEF37
ENST00000333681	ENSP00000329623	239	P10415	BCL2
ENST00000333691	ENSP00000329482	900	Q9C0I3	CCSER1
ENST00000333743	ENSP00000331912	467	Q99928	GABRG3
ENST00000333751	ENSP00000328352	232	Q693B1	KCTD11
ENST00000333756	ENSP00000329448	1132	Q86Y26	NUTM1
ENST00000333761	ENSP00000327764	138	Q9NV39	PRR34
ENST00000333762	ENSP00000329662	213	Q92522	H1FX
ENST00000333781	ENSP00000327716	174	O00258	CHD5
ENST00000333796	ENSP00000333329	530	Q6R6M4	USP17L2
ENST00000333813	ENSP00000329548	177	Q8IXB3	TRARG1
ENST00000333822	ENSP00000328444	185	Q9BYQ9	KRTAP4-8
ENST00000333834	ENSP00000331647	501	Q96B70	LENG9
ENST00000333843	ENSP00000333183	208	A6NE82	MBD3L3
ENST00000333845	ENSP00000333380	293	Q99944	EGFL8
ENST00000333850	ENSP00000329093	490	Q8IWU9	TPH2
ENST00000333861	ENSP00000328487	849	Q9NVE4	CCDC87
ENST00000333868	ENSP00000330237	416	P55211	CASP9
ENST00000333870	ENSP00000328061	501	Q0P670	SPEM2
ENST00000333881	ENSP00000334644	94	Q5T5A8	LCE3C
ENST00000333891	ENSP00000334319	5142	Q9Y6V0	PCLO
ENST00000333892	ENSP00000334287	83	Q3LI59	KRTAP21-2
ENST00000333911	ENSP00000335444	330	Q86XW9	NME9
ENST00000333916	ENSP00000369431	361	Q9H8G2	CAAP1
ENST00000333924	ENSP00000335201	292	Q7Z5W3	BCDIN3D
ENST00000333926	ENSP00000363041	108	Q9NZ45	CISD1
ENST00000333942	ENSP00000334724	618	Q8IXI2	RHOT1
ENST00000333952	ENSP00000334394	584	Q86XU0	ZNF677
