Entry	Gene names	Length	Gene names  (ordered locus )	Gene names  (ORF )	Gene names  (primary )	Gene names  (synonym )	Date of last modification	Version (entry)
O60306	AQR KIAA0560	1485			AQR	KIAA0560	8/12/20	152
A1IGU5	ARHGEF37	675			ARHGEF37		8/12/20	99
Q8IW93	ARHGEF19	802			ARHGEF19		8/12/20	143
P84077	ARF1	181			ARF1		8/12/20	184
Q8IVJ8	APRG1 C3orf35	170			APRG1	C3orf35	8/12/20	96
O95704	APBB3 FE65L2	486			APBB3	FE65L2	8/12/20	162
P02656	APOC3	99			APOC3		8/12/20	198
Q9BZE9	ASPSCR1 ASPL RCC17 TUG UBXD9 UBXN9	553			ASPSCR1	ASPL RCC17 TUG UBXD9 UBXN9	8/12/20	146
Q9P291	ARMCX1 ALEX1 AD032	453		AD032	ARMCX1	ALEX1	8/12/20	141
P51164	ATP4B	291			ATP4B		8/12/20	158
O00327	ARNTL BHLHE5 BMAL1 MOP3 PASD3	626			ARNTL	BHLHE5 BMAL1 MOP3 PASD3	8/12/20	208
Q76LX8	ADAMTS13 C9orf8 UNQ6102/PRO20085	1427		UNQ6102/PRO20085	ADAMTS13	C9orf8	8/12/20	165
Q96LZ3	PPP3R2 CBLP PPP3RL	170			PPP3R2	CBLP PPP3RL	8/12/20	153
Q8IUK8	CBLN2 UNQ1892/PRO4338	224		UNQ1892/PRO4338	CBLN2		8/12/20	125
Q2WEN9	CEACAM16 CEAL2	425			CEACAM16	CEAL2	8/12/20	123
E5RJ46	C8orf87	101			C8orf87		8/12/20	45
Q8TD26	CHD6 CHD5 KIAA1335 RIGB	2715			CHD6	CHD5 KIAA1335 RIGB	8/12/20	180
O60563	CCNT1	726			CCNT1		8/12/20	206
Q86Y33	CDC20B G6VTS76519	519		G6VTS76519	CDC20B		8/12/20	141
A6NFT4	CFAP73 CCDC42B	308			CFAP73	CCDC42B	8/12/20	76
Q9BUW7	C9orf16 EST00098	83		EST00098	C9orf16		8/12/20	139
P49918	CDKN1C KIP2	316			CDKN1C	KIP2	8/12/20	179
Q5JTW2	CEP78 C9orf81	689			CEP78	C9orf81	8/12/20	128
Q16589	CCNG2	344			CCNG2		8/12/20	165
Q9Y6K0	CEPT1 PRO1101	416		PRO1101	CEPT1		8/12/20	158
Q8N6Q3	CD177 NB1 PRV1 UNQ595/PRO1181	437		UNQ595/PRO1181	CD177	NB1 PRV1	8/12/20	125
Q8N3K9	CMYA5 C5orf10 DTNBP2 SPRYD2 TRIM76	4069			CMYA5	C5orf10 DTNBP2 SPRYD2 TRIM76	8/12/20	144
Q8WYK1	CNTNAP5 CASPR5	1306			CNTNAP5	CASPR5	8/12/20	130
Q9UBD9	CLCF1 BSF3 CLC NNT1	225			CLCF1	BSF3 CLC NNT1	8/12/20	158
Q6ZRI6	C15orf39 FP6578	1047		FP6578	C15orf39		8/12/20	122
P22674	CCNO	350			CCNO		8/12/20	174
Q15642	TRIP10 CIP4 STOT STP	601			TRIP10	CIP4 STOT STP	8/12/20	196
A8MTZ7	C12orf71	269			C12orf71		8/12/20	73
P34972	CNR2 CB2A CB2B	360			CNR2	CB2A CB2B	8/12/20	181
Q96NU0	CNTNAP3B CASPR3B	1288			CNTNAP3B	CASPR3B	8/12/20	146
P56856	CLDN18 UNQ778/PRO1572	261		UNQ778/PRO1572	CLDN18		8/12/20	158
Q9BW66	CINP	212			CINP		8/12/20	139
Q8N326	RPP38-DT C10orf111	155			RPP38-DT	C10orf111	8/12/20	106
Q9H5F2	C11orf1	150			C11orf1		8/12/20	126
Q96MU5	C17orf77	243			C17orf77		8/12/20	104
O94886	TMEM63A KIAA0489 KIAA0792	807			TMEM63A	KIAA0489 KIAA0792	8/12/20	140
Q5VV42	CDKAL1	579			CDKAL1		8/12/20	149
Q9NR63	CYP26B1 CYP26A2 P450RAI2	512			CYP26B1	CYP26A2 P450RAI2	8/12/20	168
O75718	CRTAP CASP	401			CRTAP	CASP	8/12/20	161
P30279	CCND2	289			CCND2		8/12/20	199
Q1MSJ5	CSPP1 CSPP	1256			CSPP1	CSPP	8/12/20	118
Q86T23	CROCCP2 CROCCL1	111			CROCCP2	CROCCL1	8/12/20	84
O15432	SLC31A2 COPT2 CTR2	143			SLC31A2	COPT2 CTR2	8/12/20	143
Q14CZ0	C16orf72	275			C16orf72		8/12/20	101
Q96J86	CYYR1 C21orf95	154			CYYR1	C21orf95	8/12/20	140
P13498	CYBA	195			CYBA		8/12/20	203
P04839	CYBB NOX2	570			CYBB	NOX2	8/12/20	220
Q9GZU7	CTDSP1 NIF3 NLIIF SCP1	261			CTDSP1	NIF3 NLIIF SCP1	8/12/20	168
O43310	CTIF KIAA0427	598			CTIF	KIAA0427	8/12/20	150
Q9UQB3	CTNND2 NPRAP	1225			CTNND2	NPRAP	8/12/20	171
Q6P5X5	C22orf39	142			C22orf39		8/12/20	126
O60888	CUTA ACHAP C6orf82	179			CUTA	ACHAP C6orf82	8/12/20	166
P61073	CXCR4	352			CXCR4		8/12/20	184
Q9ULE3	DENND2A KIAA1277	1009			DENND2A	KIAA1277	8/12/20	127
O75935	DCTN3 DCTN22	186			DCTN3	DCTN22	8/12/20	166
Q14183	DOC2A	400			DOC2A		8/12/20	170
Q9UKP5	ADAMTS6	1117			ADAMTS6		8/12/20	180
P17655	CAPN2 CANPL2	700			CAPN2	CANPL2	8/12/20	233
Q86Y37	CACUL1 C10orf46 CAC1	369			CACUL1	C10orf46 CAC1	8/12/20	133
B2RNN3	C1QTNF9B	333			C1QTNF9B		8/12/20	101
Q6PK04	CCDC137 cPERP-B	289			CCDC137	cPERP-B	8/12/20	122
Q16581	C3AR1 AZ3B C3R1 HNFAG09	482			C3AR1	AZ3B C3R1 HNFAG09	8/12/20	185
O60729	CDC14B	498			CDC14B		8/12/20	163
P16870	CPE	476			CPE		8/12/20	203
Q9NXV6	CDKN2AIP CARF	580			CDKN2AIP	CARF	8/12/20	135
Q99741	CDC6 CDC18L	560			CDC6	CDC18L	8/12/20	182
P13569	CFTR ABCC7	1480			CFTR	ABCC7	8/12/20	258
Q9BXL8	CDCA4 HEPP	241			CDCA4	HEPP	8/12/20	133
Q96FZ7	CHMP6 VPS20	201			CHMP6	VPS20	8/12/20	159
Q12834	CDC20	499			CDC20		8/12/20	201
Q9Y259	CHKB CHETK CHKL	395			CHKB	CHETK CHKL	8/12/20	163
Q6IQ19	CCSAP C1orf96 CSAP	270			CCSAP	C1orf96 CSAP	8/12/20	124
P27701	CD82 KAI1 SAR2 ST6 TSPAN27	267			CD82	KAI1 SAR2 ST6 TSPAN27	8/12/20	171
C9J3I9	C5orf58	102			C5orf58		8/12/20	66
A8MT69	CENPX FAAP10 MHF2 STRA13	81			CENPX	FAAP10 MHF2 STRA13	8/12/20	109
Q6ZTR5	CFAP47 CHDC2 CXorf22 CXorf30 CXorf59	3187			CFAP47	CHDC2 CXorf22 CXorf30 CXorf59	8/12/20	130
Q8WVX3	C4orf3	66			C4orf3		8/12/20	122
P42772	CDKN2B MTS2	138			CDKN2B	MTS2	8/12/20	181
Q99788	CMKLR1 CHEMR23 DEZ	373			CMKLR1	CHEMR23 DEZ	8/12/20	176
Q13740	ALCAM MEMD	583			ALCAM	MEMD	8/12/20	190
P51684	CCR6 CKRL3 CMKBR6 GPR29 STRL22	374			CCR6	CKRL3 CMKBR6 GPR29 STRL22	8/12/20	194
Q4W4Y0	C14orf28 DRIP1	310			C14orf28	DRIP1	8/12/20	90
Q5T5M9	CCNJ	372			CCNJ		8/12/20	127
Q9Y6Y1	CAMTA1 KIAA0833 MSTP023	1673		MSTP023	CAMTA1	KIAA0833	8/12/20	163
P06681	C2	752			C2		8/12/20	220
Q17RA5	C21orf62-AS1 C21orf49	79			C21orf62-AS1	C21orf49	8/12/20	71
Q8N769	C14orf178	122			C14orf178		8/12/20	103
O95406	CNIH1 CNIH CNIL UNQ155/PRO181	144		UNQ155/PRO181	CNIH1	CNIH CNIL	8/12/20	148
P02458	COL2A1	1487			COL2A1		8/12/20	238
A8K5M9	C15orf62	175			C15orf62		8/12/20	84
Q9H8S5	CCNP CNTD2	307			CCNP	CNTD2	8/12/20	129
Q9Y471	CMAHP CMAH	501			CMAHP	CMAH	8/12/20	125
Q6IBW4	NCAPH2 CAPH2	605			NCAPH2	CAPH2	8/12/20	135
O75746	SLC25A12 ARALAR1	678			SLC25A12	ARALAR1	8/12/20	193
Q6UVW9	CLEC2A KACL UNQ5792/PRO19597	174		UNQ5792/PRO19597	CLEC2A	KACL	8/12/20	125
B7Z368	LINC02881 C10orf142	130			LINC02881	C10orf142	8/12/20	53
Q8NHS1	CLDND2	167			CLDND2		8/12/20	115
Q6RUI8	C19orf48	117			C19orf48		8/12/20	94
Q8NHS4	CLHC1 C2orf63	586			CLHC1	C2orf63	8/12/20	127
Q8WXC6	COPS9 MYEOV2	57			COPS9	MYEOV2	8/12/20	108
Q9NZJ6	COQ3 UG0215E05	369		UG0215E05	COQ3		8/12/20	172
Q96KA5	CLPTM1L CRR9	538			CLPTM1L	CRR9	8/12/20	143
Q5SQS8	C10orf120	335			C10orf120		8/12/20	99
P58418	CLRN1 USH3A	232			CLRN1	USH3A	8/12/20	152
P67870	CSNK2B CK2N G5A	215			CSNK2B	CK2N G5A	8/12/20	179
P16562	CRISP2 GAPDL5 TPX1	243			CRISP2	GAPDL5 TPX1	8/12/20	169
Q6XLA1	CASC2 C10orf5	102			CASC2	C10orf5	8/12/20	60
Q96GE4	CEP95 CCDC45 CEP45	821			CEP95	CCDC45 CEP45	8/12/20	132
Q99829	CPNE1 CPN1	537			CPNE1	CPN1	8/12/20	172
Q02930	CREB5 CREBPA	508			CREB5	CREBPA	8/12/20	181
Q96GX8	C16orf74	76			C16orf74		8/12/20	108
Q02318	CYP27A1 CYP27	531			CYP27A1	CYP27	8/12/20	198
Q9HCS2	CYP4F12 UNQ568/PRO1129	524		UNQ568/PRO1129	CYP4F12		8/12/20	169
P31327	CPS1	1500			CPS1		8/12/20	232
O00230	CORT UNQ307/PRO350	105		UNQ307/PRO350	CORT		8/12/20	137
Q8IZC6	COL27A1 KIAA1870	1860			COL27A1	KIAA1870	8/12/20	162
Q66GS9	CEP135 CEP4 KIAA0635	1140			CEP135	CEP4 KIAA0635	8/12/20	150
Q9BWP8	COLEC11 UNQ596/PRO1182	271		UNQ596/PRO1182	COLEC11		8/12/20	165
O15255	RTL8C CXX1 FAM127A MAR8 MAR8C MART8 hucep-5	209		hucep-5	RTL8C	CXX1 FAM127A MAR8 MAR8C MART8	8/12/20	126
P04080	CSTB CST6 STFB	98			CSTB	CST6 STFB	8/12/20	217
Q9Y5Q5	CORIN CRN TMPRSS10	1042			CORIN	CRN TMPRSS10	8/12/20	185
P35221	CTNNA1	906			CTNNA1		8/12/20	211
Q9Y442	C22orf24	160			C22orf24		8/12/20	103
Q9H4G1	CST9L CTES7B UNQ1835/PRO3543	147		UNQ1835/PRO3543	CST9L	CTES7B	8/12/20	156
Q5W186	CST9 CLM CTES7A	159			CST9	CLM CTES7A	8/12/20	110
Q8N136	DAW1 WDR69	415			DAW1	WDR69	8/12/20	145
Q96D03	DDIT4L REDD2 RTP801L	193			DDIT4L	REDD2 RTP801L	8/12/20	134
Q9BQ39	DDX50	737			DDX50		8/12/20	176
Q9H1M3	DEFB129 C20orf87 DEFB29 UNQ5794/PRO19599	183		UNQ5794/PRO19599	DEFB129	C20orf87 DEFB29	8/12/20	129
O94760	DDAH1 DDAH	285			DDAH1	DDAH	8/12/20	179
Q8NEU8	APPL2 DIP13B	664			APPL2	DIP13B	8/12/20	163
Q14118	DAG1	895			DAG1		8/12/20	197
Q5T6F0	DCAF12 KIAA1892 TCC52 WDR40A	453			DCAF12	KIAA1892 TCC52 WDR40A	8/12/20	136
P49184	DNASE1L1 DNAS1L1 DNL1L	302			DNASE1L1	DNAS1L1 DNL1L	8/12/20	180
Q96HU8	DIRAS2	199			DIRAS2		8/12/20	161
Q8WV16	DCAF4 WDR21 WDR21A	495			DCAF4	WDR21 WDR21A	8/12/20	154
Q14689	DIP2A C21orf106 DIP2 KIAA0184	1571			DIP2A	C21orf106 DIP2 KIAA0184	8/12/20	165
P56178	DLX5	289			DLX5		8/12/20	182
P49916	LIG3	1009			LIG3		8/12/20	212
Q8TBM8	DNAJB14 UNQ9427/PRO34683	379		UNQ9427/PRO34683	DNAJB14		8/12/20	147
O94907	DKK1 UNQ492/PRO1008	266		UNQ492/PRO1008	DKK1		8/12/20	180
Q99798	ACO2	780			ACO2		8/12/20	201
Q9H222	ABCG5	651			ABCG5		8/12/20	180
P00326	ADH1C ADH3	375			ADH1C	ADH3	8/12/20	196
P55789	GFER ALR HERV1 HPO	205			GFER	ALR HERV1 HPO	8/12/20	174
Q96IF1	AJUBA JUB	538			AJUBA	JUB	8/12/20	165
Q6GMV1	ALG1L	187			ALG1L		8/12/20	109
Q562R1	ACTBL2	376			ACTBL2		8/12/20	129
Q6NXE6	ARMC6	501			ARMC6		8/12/20	145
H3BNL8	ARMH2 C6orf229	230			ARMH2	C6orf229	8/12/20	48
P39687	ANP32A C15orf1 LANP MAPM PHAP1	249			ANP32A	C15orf1 LANP MAPM PHAP1	8/12/20	199
Q92527	ANKRD7	254			ANKRD7		8/12/20	160
Q9UKU9	ANGPTL2 ARP2 UNQ170/PRO196	493		UNQ170/PRO196	ANGPTL2	ARP2	8/12/20	167
Q9NQ33	ASCL3 BHLHA42 HASH3 SGN1	180			ASCL3	BHLHA42 HASH3 SGN1	8/12/20	150
P28838	LAP3 LAPEP PEPS	519			LAP3	LAPEP PEPS	8/12/20	196
A6NF34	ANTXRL	631			ANTXRL		8/12/20	95
Q92484	SMPDL3A ASML3A	453			SMPDL3A	ASML3A	8/12/20	146
O14983	ATP2A1	1001			ATP2A1		8/12/20	203
P0DMR3	ATXN8OS KLHL1AS SCA8	200			ATXN8OS	KLHL1AS SCA8	8/12/20	16
O43520	ATP8B1 ATPIC FIC1 PFIC	1251			ATP8B1	ATPIC FIC1 PFIC	8/12/20	203
Q8N5M1	ATPAF2 ATP12 LP3663	289		LP3663	ATPAF2	ATP12	8/12/20	146
O15072	ADAMTS3 KIAA0366	1205			ADAMTS3	KIAA0366	8/12/20	190
Q99700	ATXN2 ATX2 SCA2 TNRC13	1313			ATXN2	ATX2 SCA2 TNRC13	8/12/20	180
Q5VW32	BROX BROFTI C1orf58	411			BROX	BROFTI C1orf58	8/12/20	121
O00238	BMPR1B	502			BMPR1B		8/12/20	210
O14977	AZIN1 OAZI OAZIN	448			AZIN1	OAZI OAZIN	8/12/20	163
Q8WXS8	ADAMTS14	1223			ADAMTS14		8/12/20	167
A6NE02	BTBD17	478			BTBD17		8/12/20	103
Q8NCR0	B3GALNT2	500			B3GALNT2		8/12/20	144
Q96LS8	C2orf48	159			C2orf48		8/12/20	89
O43497	CACNA1G KIAA1123	2377			CACNA1G	KIAA1123	8/12/20	178
Q96BT1	C3orf49	292			C3orf49		8/12/20	94
P30988	CALCR	474			CALCR		8/12/20	206
Q8NEM8	AGBL3 CCP3	1001			AGBL3	CCP3	8/12/20	126
Q8NAP1	CASTOR3 GATS STAG3OS	163			CASTOR3	GATS STAG3OS	8/12/20	114
Q9H257	CARD9	536			CARD9		8/12/20	170
P16070	CD44 LHR MDU2 MDU3 MIC4	742			CD44	LHR MDU2 MDU3 MIC4	8/12/20	239
Q9UQN3	CHMP2B CGI-84	213		CGI-84	CHMP2B		8/12/20	172
P13987	CD59 MIC11 MIN1 MIN2 MIN3 MSK21	128			CD59	MIC11 MIN1 MIN2 MIN3 MSK21	8/12/20	221
Q9Y6F7	CDY2A CDY2; CDY2B	541	; 	; 	CDY2A; CDY2B	CDY2; 	8/12/20	157
Q6ZUL3	C8orf86	223			C8orf86		8/12/20	87
A2RU37	LINC02872 C9orf170	121			LINC02872	C9orf170	8/12/20	59
Q15517	CDSN	529			CDSN		8/12/20	172
P86790	CCZ1B C7orf28B	482			CCZ1B	C7orf28B	8/12/20	69
P50613	CDK7 CAK CAK1 CDKN7 MO15 STK1	346			CDK7	CAK CAK1 CDKN7 MO15 STK1	8/12/20	219
P51679	CCR4 CMKBR4	360			CCR4	CMKBR4	8/12/20	171
Q8NCH0	CHST14 D4ST1 UNQ1925/PRO4400	376		UNQ1925/PRO4400	CHST14	D4ST1	8/12/20	140
Q9NPF2	CHST11	352			CHST11		8/12/20	151
P42771	CDKN2A CDKN2 MTS1	156			CDKN2A	CDKN2 MTS1	8/12/20	224
Q96MT7	CFAP44 WDR52	1854			CFAP44	WDR52	8/12/20	155
O95813	CER1 DAND4	267			CER1	DAND4	8/12/20	140
Q9C0B2	CFAP74 C1orf222 KIAA1751	1584			CFAP74	C1orf222 KIAA1751	8/12/20	112
O94983	CAMTA2 KIAA0909	1202			CAMTA2	KIAA0909	8/12/20	170
Q8N1G2	CMTR1 FTSJD2 KIAA0082 MTR1	835			CMTR1	FTSJD2 KIAA0082 MTR1	8/12/20	144
Q9UKY3	CES1P1 CES4	287			CES1P1	CES4	8/12/20	111
P20849	COL9A1	921			COL9A1		8/12/20	214
Q2KHT3	CLEC16A KIAA0350	1053			CLEC16A	KIAA0350	8/12/20	109
Q969H4	CNKSR1 CNK1	720			CNKSR1	CNK1	8/12/20	174
Q9BYD5	CNFN	112			CNFN		8/12/20	117
Q9NSK7	C19orf12	152			C19orf12		8/12/20	116
Q9HBJ8	CLTRN TMEM27 UNQ679/PRO1312	222		UNQ679/PRO1312	CLTRN	TMEM27	8/12/20	133
Q8N7U9	LINC00469 C17orf54	141			LINC00469	C17orf54	8/12/20	72
Q96KJ9	COX4I2 COX4L2	171			COX4I2	COX4L2	8/12/20	147
P53674	CRYBB1	252			CRYBB1		8/12/20	186
Q9NRP2	CMC2 C16orf61 DC13	79		DC13	CMC2	C16orf61	8/12/20	112
Q9NQ32	C11orf16	467			C11orf16		8/12/20	118
Q9HBI6	CYP4F11	524			CYP4F11		8/12/20	170
P20853	CYP2A7	494			CYP2A7		8/12/20	179
Q02928	CYP4A11 CYP4A2	519			CYP4A11	CYP4A2	8/12/20	186
Q494W8	CHRFAM7A	412			CHRFAM7A		8/12/20	125
P10632	CYP2C8	490			CYP2C8		8/12/20	217
Q9Y215	COLQ	455			COLQ		8/12/20	178
P39059	COL15A1	1388			COL15A1		8/12/20	180
Q2UY09	COL28A1 COL28	1125			COL28A1	COL28	8/12/20	130
Q9Y6G5	COMMD10 HSPC305 PTD002	202		HSPC305 PTD002	COMMD10		8/12/20	133
Q5KU26	COLEC12 CLP1 NSR2 SCARA4 SRCL	742			COLEC12	CLP1 NSR2 SCARA4 SRCL	8/12/20	139
Q13616	CUL1	776			CUL1		8/12/20	201
Q13561	DCTN2 DCTN50	401			DCTN2	DCTN50	8/12/20	201
Q96PH6	DEFB118 C20orf63 DEFB18 ESC42	123			DEFB118	C20orf63 DEFB18 ESC42	8/12/20	133
Q9UER7	DAXX BING2 DAP6	740			DAXX	BING2 DAP6	8/12/20	203
P04440	HLA-DPB1 HLA-DP1B	258			HLA-DPB1	HLA-DP1B	8/12/20	185
Q3SXM0	DCAF4L1 WDR21B	396			DCAF4L1	WDR21B	8/12/20	121
Q9Y5R5	DMRT2 DSXL2	561			DMRT2	DSXL2	8/12/20	158
Q6E0U4	DMKN UNQ729/PRO1411	476		UNQ729/PRO1411	DMKN		8/12/20	138
Q9NW81	DMAC2 ATP5SL	257			DMAC2	ATP5SL	8/12/20	130
A6NJG6	ARGFX	315			ARGFX		8/12/20	100
A8MVX0	ARHGEF33	844			ARHGEF33		8/12/20	90
P18848	ATF4 CREB2 TXREB	351			ATF4	CREB2 TXREB	8/12/20	220
A6ND91	ASPDH	283			ASPDH		8/12/20	108
P48201	ATP5MC3 ATP5G3	142			ATP5MC3	ATP5G3	8/12/20	173
P15538	CYP11B1 S11BH	503			CYP11B1	S11BH	8/12/20	208
Q13410	BTN1A1 BTN	526			BTN1A1	BTN	8/12/20	168
Q9Y6D6	ARFGEF1 ARFGEP1 BIG1	1849			ARFGEF1	ARFGEP1 BIG1	8/12/20	182
Q10588	BST1	318			BST1		8/12/20	188
Q13867	BLMH	455			BLMH		8/12/20	192
Q9Y4F5	CEP170B FAM68C KIAA0284	1589			CEP170B	FAM68C KIAA0284	8/12/20	141
A0A1B0GUI7	BRD3OS LINC00094 NCRNA00094	84			BRD3OS	LINC00094 NCRNA00094	8/12/20	24
Q9HBH7	BEX1	125			BEX1		8/12/20	125
Q53HL2	CDCA8 PESCRG3	280			CDCA8	PESCRG3	8/12/20	142
Q14032	BAAT	418			BAAT		8/12/20	160
P15291	B4GALT1 GGTB2	398			B4GALT1	GGTB2	8/12/20	219
Q9NZS9	BFAR BAR RNF47	450			BFAR	BAR RNF47	8/12/20	155
P10415	BCL2	239			BCL2		8/12/20	251
Q9Y6N8	CDH10	788			CDH10		8/12/20	163
O95561	C1orf105	183			C1orf105		8/12/20	113
Q8IZS8	CACNA2D3	1091			CACNA2D3		8/12/20	131
O43570	CA12	354			CA12		8/12/20	192
Q8N5S3	C2orf73	287			C2orf73		8/12/20	94
Q8N350	CBARP C19orf26	705			CBARP	C19orf26	8/12/20	134
Q9Y6Q1	CAPN6 CALPM CANPX	641			CAPN6	CALPM CANPX	8/12/20	176
A6NCS6	C2orf72	295			C2orf72		8/12/20	84
O75973	C1QL1 C1QRF CRF CTRP14	258			C1QL1	C1QRF CRF CTRP14	8/12/20	155
Q9NX04	C1orf109	203			C1orf109		8/12/20	125
Q2M243	CCDC27	656			CCDC27		8/12/20	101
Q8NAE3	LINC01555 C1orf180	123			LINC01555	C1orf180	8/12/20	83
Q9Y426	C2CD2 C21orf25 C21orf258 TMEM24L	696			C2CD2	C21orf25 C21orf258 TMEM24L	8/12/20	148
Q8NEF3	CCDC112 MBC1	446			CCDC112	MBC1	8/12/20	139
P0DN86	CGB3 CGB; CGB5; CGB8	165	; ; 	; ; 	CGB3; CGB5; CGB8	CGB; ; 	8/12/20	34
Q86WJ1	CHD1L ALC1	897			CHD1L	ALC1	8/12/20	155
P0DN87	CGB7	165			CGB7		8/12/20	27
Q7Z6I8	C5orf24	188			C5orf24		8/12/20	123
Q9BUX1	CHAC1 BOTCH	222			CHAC1	BOTCH	8/12/20	142
Q96NF6	C8orf49	230			C8orf49		8/12/20	69
P15391	CD19	556			CD19		8/12/20	213
Q6W349	LINC00575 C4orf11	94			LINC00575	C4orf11	8/12/20	66
Q16878	CDO1	200			CDO1		8/12/20	166
Q96M20	CNBD2 C20orf152	576			CNBD2	C20orf152	8/12/20	139
Q8IYT2	CMTR2 AFT FTSJD1	770			CMTR2	AFT FTSJD1	8/12/20	121
P09693	CD3G T3G	182			CD3G	T3G	8/12/20	188
Q8TAL5	C9orf43	461			C9orf43		8/12/20	125
Q8N137	CNTROB LIP8 PP1221	903		PP1221	CNTROB	LIP8	8/12/20	143
O95500	CLDN14 UNQ777/PRO1571	239		UNQ777/PRO1571	CLDN14		8/12/20	171
P78369	CLDN10	228			CLDN10		8/12/20	167
P56880	CLDN20	219			CLDN20		8/12/20	140
Q6UXS0	CLEC19A UNQ5810/PRO19627	136		UNQ5810/PRO19627	CLEC19A		8/12/20	107
Q9NY35	CLDND1 C3orf4 HSPC174 PSEC0054 UNQ2511/PRO6000	253		HSPC174 PSEC0054 UNQ2511/PRO6000	CLDND1	C3orf4	8/12/20	151
Q14406	CSHL1 CSHP1 CSL	222			CSHL1	CSHP1 CSL	8/12/20	137
Q9P0S2	COX16 C14orf112 HSPC203 PTD019	106		HSPC203 PTD019	COX16	C14orf112	8/12/20	140
Q8TCG5	CPT1C CATL1	803			CPT1C	CATL1	8/12/20	149
Q9H9E3	COG4	785			COG4		8/12/20	165
P36383	GJC1 GJA7	396			GJC1	GJA7	8/12/20	178
Q6NT55	CYP4F22	531			CYP4F22		8/12/20	146
Q5RI15	COX20 FAM36A	118			COX20	FAM36A	8/12/20	125
P01034	CST3	146			CST3		8/12/20	222
Q6ZMK1	CYHR1 KIAA0496	362			CYHR1	KIAA0496	8/12/20	129
Q86XM0	CATSPERD TMEM146	798			CATSPERD	TMEM146	8/12/20	120
Q9NTU4	CATSPERZ C11orf20 TEX40	200			CATSPERZ	C11orf20 TEX40	8/12/20	108
Q05D32	CTDSPL2 HSPC058 HSPC129	466		HSPC058 HSPC129	CTDSPL2		8/12/20	115
Q86UP6	CUZD1 UNQ224/PRO257	607		UNQ224/PRO257	CUZD1		8/12/20	144
Q96P56	CATSPER2	530			CATSPER2		8/12/20	149
Q9NUQ9	CYRIB CYRI FAM49B BM-009	324		BM-009	CYRIB	CYRI FAM49B	8/12/20	145
Q9H4E7	DEF6 IBP	631			DEF6	IBP	8/12/20	149
Q8IV53	DENND1C FAM31C	801			DENND1C	FAM31C	8/12/20	118
Q30KP8	DEFB136	78			DEFB136		8/12/20	98
Q9P219	CCDC88C DAPLE KIAA1509	2028			CCDC88C	DAPLE KIAA1509	8/12/20	136
Q8N690	DEFB119 DEFB120 DEFB19 DEFB20 UNQ2449/PRO5729	84		UNQ2449/PRO5729	DEFB119	DEFB120 DEFB19 DEFB20	8/12/20	129
Q96GG9	DCUN1D1 DCN1 DCUN1L1 RP42 SCCRO	259			DCUN1D1	DCN1 DCUN1L1 RP42 SCCRO	8/12/20	153
Q5TB30	DEPDC1 DEPDC1A	811			DEPDC1	DEPDC1A	8/12/20	135
A6NMT0	DBX1	343			DBX1		8/12/20	97
Q9P2X7	DELEC1 CTS9 DEC1	70			DELEC1	CTS9 DEC1	8/12/20	109
O94911	ABCA8 KIAA0822	1581			ABCA8	KIAA0822	8/12/20	163
Q8IUA7	ABCA9	1624			ABCA9		8/12/20	137
Q8N944	AMER3 FAM123C	861			AMER3	FAM123C	8/12/20	118
Q8NER5	ACVR1C ALK7	493			ACVR1C	ALK7	8/12/20	160
Q9ULX6	AKAP8L NAKAP NAKAP95 HRIHFB2018	646		HRIHFB2018	AKAP8L	NAKAP NAKAP95	8/12/20	190
P04075	ALDOA ALDA	364			ALDOA	ALDA	8/12/20	239
O95394	PGM3 AGM1	542			PGM3	AGM1	8/12/20	202
Q5BKT4	ALG10 ALG10A	473			ALG10	ALG10A	8/12/20	138
P51826	AFF3 LAF4	1226			AFF3	LAF4	8/12/20	152
Q9NRN7	AASDHPPT CGI-80 HAH-P HSPC223 x0005	309		CGI-80 HAH-P HSPC223 x0005	AASDHPPT		8/12/20	153
P35869	AHR BHLHE76	848			AHR	BHLHE76	8/12/20	210
Q8IWT0	ZBTB8OS ARCH	167			ZBTB8OS	ARCH	8/12/20	128
Q969Q4	ARL11 ARLTS1	196			ARL11	ARLTS1	8/12/20	160
Q8NDY3	ADPRHL1 ARH2	354			ADPRHL1	ARH2	8/12/20	123
Q7LC44	ARC KIAA0278	396			ARC	KIAA0278	8/12/20	129
Q14865	ARID5B DESRT MRF2	1188			ARID5B	DESRT MRF2	8/12/20	183
Q9BTT0	ANP32E	268			ANP32E		8/12/20	174
Q7Z713	ANKRD37 LPR2BP	158			ANKRD37	LPR2BP	8/12/20	130
O96018	APBA3 MINT3 X11L2	575			APBA3	MINT3 X11L2	8/12/20	166
O60488	ACSL4 ACS4 FACL4 LACS4	711			ACSL4	ACS4 FACL4 LACS4	8/12/20	204
Q96KQ4	PPP1R13B ASPP1 KIAA0771	1090			PPP1R13B	ASPP1 KIAA0771	8/12/20	157
Q9ULZ3	PYCARD ASC CARD5 TMS1	195			PYCARD	ASC CARD5 TMS1	8/12/20	197
Q7L266	ASRGL1 ALP CRASH	308			ASRGL1	ALP CRASH	8/12/20	143
P49407	ARRB1 ARR1	418			ARRB1	ARR1	8/12/20	198
Q86WX3	RPS19BP1 AROS	136			RPS19BP1	AROS	8/12/20	128
P56381	ATP5F1E ATP5E	51			ATP5F1E	ATP5E	8/12/20	180
